taxonKey,acceptedTaxonKey,scientificName,kingdom,phylum,class,order,family,genus,taxon rank,nomenclatural code,location,country code,occurrence status,establishment means,degree of establishment,introduction pathway 1,introduction pathway 2,introduction pathway 3,introduction pathway 4,introduction pathway 5,introduction pathway 6,introduction pathway 7,date first observation,date last observation,source,occurrence remarks,native range,terrestrial,marine,freshwater,date added,added by,verified by
5280651,5280651,Tortula vahliana (Schultz) Mont.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Tortula,species,,Wallonia,BE,,native,native,,,,,,,,1975-01-31,2019-05-01,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280553,5280661,Tortula lanceola R.H.Zander,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Tortula,species,,Belgium,BE,,native,native,,,,,,,,1819-02-01,2024-03-17,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280553,5280661,Tortula lanceola R.H.Zander,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Tortula,species,,Flanders,BE,,native,native,,,,,,,,1819-02-01,2024-03-17,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280553,5280661,Tortula lanceola R.H.Zander,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Tortula,species,,Wallonia,BE,,native,native,,,,,,,,1819-02-01,2024-03-17,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280675,5280675,Tortula truncata (Hedw.) Mitt.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Tortula,species,,Belgium,BE,,native,native,,,,,,,,1865-03-17,2024-12-12,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280675,5280675,Tortula truncata (Hedw.) Mitt.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Tortula,species,,Flanders,BE,,native,native,,,,,,,,1865-03-17,2024-12-12,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280675,5280675,Tortula truncata (Hedw.) Mitt.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Tortula,species,,Wallonia,BE,,native,native,,,,,,,,1865-03-17,2024-12-12,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280675,5280675,Tortula truncata (Hedw.) Mitt.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Tortula,species,,Brussels,BE,,native,native,,,,,,,,1865-03-17,2024-12-12,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280682,5280682,Tortula cernua (Huebener) Lindb.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Tortula,species,,Belgium,BE,,native,native,,,,,,,,1887-06-17,1925-09-15T00:00Z,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280682,5280682,Tortula cernua (Huebener) Lindb.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Tortula,species,,Flanders,BE,,native,native,,,,,,,,1887-06-17,1925-09-15T00:00Z,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280722,5280722,Leptodontium flexifolium (Dicks.) Hampe,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Leptodontium,species,,Belgium,BE,,native,native,,,,,,,,1893-02-26,2023-05-16,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280722,5280722,Leptodontium flexifolium (Dicks.) Hampe,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Leptodontium,species,,Flanders,BE,,native,native,,,,,,,,1893-02-26,2023-05-16,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280722,5280722,Leptodontium flexifolium (Dicks.) Hampe,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Leptodontium,species,,Wallonia,BE,,native,native,,,,,,,,1893-02-26,2023-05-16,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280724,5280724,Leptodontium gemmascens (Mitt.) Braithw.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Leptodontium,species,,Belgium,BE,,native,native,,,,,,,,1991-03-03,2024-12-01,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280724,5280724,Leptodontium gemmascens (Mitt.) Braithw.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Leptodontium,species,,Flanders,BE,,native,native,,,,,,,,1991-03-03,2024-12-01,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280724,5280724,Leptodontium gemmascens (Mitt.) Braithw.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Leptodontium,species,,Wallonia,BE,,native,native,,,,,,,,1991-03-03,2024-12-01,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280772,5280772,Trichostomum crispulum Bruch,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Trichostomum,species,,Belgium,BE,,native,native,,,,,,,,1873-06-30,2024-03-17,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280772,5280772,Trichostomum crispulum Bruch,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Trichostomum,species,,Flanders,BE,,native,native,,,,,,,,1873-06-30,2024-03-17,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280772,5280772,Trichostomum crispulum Bruch,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Trichostomum,species,,Wallonia,BE,,native,native,,,,,,,,1873-06-30,2024-03-17,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280772,5280772,Trichostomum crispulum Bruch,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Trichostomum,species,,Brussels,BE,,native,native,,,,,,,,1873-06-30,2024-03-17,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280813,5280813,Trichostomum brachydontium Bruch,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Trichostomum,species,,Belgium,BE,,native,native,,,,,,,,1873-06-30,2024-03-17,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280813,5280813,Trichostomum brachydontium Bruch,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Trichostomum,species,,Wallonia,BE,,native,native,,,,,,,,1873-06-30,2024-03-17,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280855,5280855,Weissia rutilans (Hedw.) Lindb.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Belgium,BE,,native,native,,,,,,,,1980-07-03,2024-03-16,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280855,5280855,Weissia rutilans (Hedw.) Lindb.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Flanders,BE,,native,native,,,,,,,,1980-07-03,2024-03-16,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280855,5280855,Weissia rutilans (Hedw.) Lindb.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Wallonia,BE,,native,native,,,,,,,,1980-07-03,2024-03-16,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280861,5280861,Weissia brachycarpa (Nees & Hornsch.) Jur.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Belgium,BE,,native,native,,,,,,,,1870-05-31,2024-03-29,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280861,5280861,Weissia brachycarpa (Nees & Hornsch.) Jur.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Flanders,BE,,native,native,,,,,,,,1870-05-31,2024-03-29,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280861,5280861,Weissia brachycarpa (Nees & Hornsch.) Jur.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Wallonia,BE,,native,native,,,,,,,,1870-05-31,2024-03-29,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280861,5280861,Weissia brachycarpa (Nees & Hornsch.) Jur.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Brussels,BE,,native,native,,,,,,,,1870-05-31,2024-03-29,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280867,5280867,Weissia condensa (Voit) Lindb.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Belgium,BE,,native,native,,,,,,,,1872-04-30,2022-10-07,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280867,5280867,Weissia condensa (Voit) Lindb.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Wallonia,BE,,native,native,,,,,,,,1872-04-30,2022-10-07,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280874,5280874,Weissia longifolia Mitt.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Belgium,BE,,native,native,,,,,,,,1872-03-31,2024-03-16,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280874,5280874,Weissia longifolia Mitt.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Flanders,BE,,native,native,,,,,,,,1872-03-31,2024-03-16,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280874,5280874,Weissia longifolia Mitt.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Wallonia,BE,,native,native,,,,,,,,1872-03-31,2024-03-16,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280896,5280896,Weissia rostellata (Brid.) Lindb.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Belgium,BE,,native,native,,,,,,,,1988-10-01,2020-09-24,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280896,5280896,Weissia rostellata (Brid.) Lindb.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Flanders,BE,,native,native,,,,,,,,1988-10-01,2020-09-24,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280896,5280896,Weissia rostellata (Brid.) Lindb.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Wallonia,BE,,native,native,,,,,,,,1988-10-01,2020-09-24,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280919,5280919,Weissia squarrosa (Nees & Hornsch.) Müll.Hal.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Belgium,BE,,native,native,,,,,,,,1988-12-04,2022-02-19,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280919,5280919,Weissia squarrosa (Nees & Hornsch.) Müll.Hal.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Flanders,BE,,native,native,,,,,,,,1988-12-04,2022-02-19,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280919,5280919,Weissia squarrosa (Nees & Hornsch.) Müll.Hal.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Wallonia,BE,,native,native,,,,,,,,1988-12-04,2022-02-19,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280927,5280927,Weissia controversa Hedw.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Belgium,BE,,native,native,,,,,,,,1872-05-31,2024-12-01,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280927,5280927,Weissia controversa Hedw.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Flanders,BE,,native,native,,,,,,,,1872-05-31,2024-12-01,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280927,5280927,Weissia controversa Hedw.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Wallonia,BE,,native,native,,,,,,,,1872-05-31,2024-12-01,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280927,5280927,Weissia controversa Hedw.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,species,,Brussels,BE,,native,native,,,,,,,,1872-05-31,2024-12-01,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280933,5280933,Acaulon muticum (Hedw.) Müll.Hal.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Acaulon,species,,Belgium,BE,,native,native,,,,,,,,1869-05-16,2023-01-14,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280933,5280933,Acaulon muticum (Hedw.) Müll.Hal.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Acaulon,species,,Flanders,BE,,native,native,,,,,,,,1869-05-16,2023-01-14,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280933,5280933,Acaulon muticum (Hedw.) Müll.Hal.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Acaulon,species,,Wallonia,BE,,native,native,,,,,,,,1869-05-16,2023-01-14,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280933,5280933,Acaulon muticum (Hedw.) Müll.Hal.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Acaulon,species,,Brussels,BE,,native,native,,,,,,,,1869-05-16,2023-01-14,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280968,5280968,Zygodon conoideus (Dicks.) Hook. & Taylor,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Zygodon,species,,Belgium,BE,,native,native,,,,,,,,1875-03-31,2025-01-08,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280968,5280968,Zygodon conoideus (Dicks.) Hook. & Taylor,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Zygodon,species,,Flanders,BE,,native,native,,,,,,,,1875-03-31,2025-01-08,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280968,5280968,Zygodon conoideus (Dicks.) Hook. & Taylor,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Zygodon,species,,Wallonia,BE,,native,native,,,,,,,,1875-03-31,2025-01-08,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5280968,5280968,Zygodon conoideus (Dicks.) Hook. & Taylor,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Zygodon,species,,Brussels,BE,,native,native,,,,,,,,1875-03-31,2025-01-08,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5281000,5281000,Zygodon viridissimus (Dicks.) Brid.,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Zygodon,species,,Belgium,BE,,native,native,,,,,,,,1905-02-19,2025-02-15 20:02,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5281000,5281000,Zygodon viridissimus (Dicks.) Brid.,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Zygodon,species,,Flanders,BE,,native,native,,,,,,,,1905-02-19,2025-02-15 20:02,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5281000,5281000,Zygodon viridissimus (Dicks.) Brid.,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Zygodon,species,,Wallonia,BE,,native,native,,,,,,,,1905-02-19,2025-02-15 20:02,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5281000,5281000,Zygodon viridissimus (Dicks.) Brid.,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Zygodon,species,,Brussels,BE,,native,native,,,,,,,,1905-02-19,2025-02-15 20:02,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5281048,5281048,Zygodon rupestris Schimp. ex Lorentz,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Zygodon,species,,Belgium,BE,,native,native,,,,,,,,1869-02-28,2024-04-13,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5281048,5281048,Zygodon rupestris Schimp. ex Lorentz,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Zygodon,species,,Flanders,BE,,native,native,,,,,,,,1869-02-28,2024-04-13,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5281048,5281048,Zygodon rupestris Schimp. ex Lorentz,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Zygodon,species,,Wallonia,BE,,native,native,,,,,,,,1869-02-28,2024-04-13,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5281229,5281229,Funaria hygrometrica Hedw.,Plantae,Bryophyta,Bryopsida,Funariales,Funariaceae,Funaria,species,,Belgium,BE,,native,native,,,,,,,,1873-06-30,2025-03-16 10:20,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
5281229,5281229,Funaria hygrometrica Hedw.,Plantae,Bryophyta,Bryopsida,Funariales,Funariaceae,Funaria,species,,Flanders,BE,,native,native,,,,,,,,1873-06-30,2025-03-16 10:20,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",,,TRUE,FALSE,FALSE,,,
